expID,subID,eye,trialID,month,date,targetCategory,targetID,quadrant,breakTime,breakContrast,ans,see
2,7,Left,1,11,10,Upright,9,1,2.2997111,0.46,TRUE,See
2,7,Left,1,11,10,Upright,11,1,2.9903267,0.6,TRUE,See
2,7,Left,1,11,10,Inverted,33,1,2.0919382,0.42,TRUE,See
2,7,Left,1,11,10,Upright,14,1,3.6962609,0.74,TRUE,See
2,7,Left,1,11,10,Upright,3,1,3.725882,0.74,TRUE,See
2,7,Left,1,11,10,Upright,8,1,5.1250407,1,TRUE,See
2,7,Left,1,11,10,Inverted,23,2,3.7720399,0.74,TRUE,See
2,7,Left,1,11,10,Inverted,39,1,7.1142036,1,TRUE,See
2,7,Left,1,11,10,Inverted,31,2,2.3866775,0.48,TRUE,See
2,7,Left,1,11,10,Inverted,31,1,5.3182216,1,TRUE,See
2,7,Left,1,11,10,Upright,12,1,2.8866336,0.58,TRUE,See
2,7,Left,1,11,10,Upright,7,2,4.480514,0.88,TRUE,See
2,7,Left,1,11,10,Inverted,21,1,2.2739808,0.46,TRUE,See
2,7,Left,1,11,10,Upright,5,1,3.0433476,0.6,FALSE,Dont see
2,7,Left,1,11,10,Inverted,36,1,3.3997547,0.68,TRUE,See
2,7,Left,1,11,10,Upright,3,2,2.4533277,0.48,TRUE,See
2,7,Left,1,11,10,Inverted,26,1,5.4202138,1,TRUE,See
2,7,Left,1,11,10,Inverted,35,2,3.4572388,0.68,TRUE,See
2,7,Left,1,11,10,Inverted,24,1,2.5745378,0.52,TRUE,See
2,7,Left,1,11,10,Inverted,37,2,4.1773666,0.82,TRUE,See
2,7,Left,1,11,10,Inverted,22,1,7.5718774,1,TRUE,See
2,7,Left,1,11,10,Inverted,35,1,7.4021417,1,TRUE,See
2,7,Left,1,11,10,Upright,17,1,2.8646105,0.56,TRUE,See
2,7,Left,1,11,10,Upright,16,1,7.7673002,1,TRUE,See
2,7,Left,1,11,10,Inverted,28,2,3.7364853,0.74,TRUE,See
2,7,Left,1,11,10,Upright,18,1,4.6162812,0.92,TRUE,See
2,7,Left,1,11,10,Upright,20,2,3.3368208,0.66,TRUE,See
2,7,Left,1,11,10,Upright,17,2,1.8131409,0.36,TRUE,See
2,7,Left,1,11,10,Upright,2,1,5.2110231,1,TRUE,See
2,7,Left,1,11,10,Inverted,36,2,2.0659153,0.42,TRUE,See
2,7,Left,1,11,10,Upright,15,1,6.4556696,1,TRUE,See
2,7,Left,1,11,10,Inverted,34,2,5.8733285,1,TRUE,See
2,7,Left,1,11,10,Upright,15,2,2.6934181,0.54,TRUE,See
2,7,Left,1,11,10,Upright,1,2,3.7162575,0.74,TRUE,See
2,7,Left,1,11,10,Upright,6,1,6.4929795,1,TRUE,See
2,7,Left,1,11,10,Inverted,24,2,3.7515995,0.74,TRUE,See
2,7,Left,1,11,10,Inverted,29,1,5.2512438,1,TRUE,See
2,7,Left,1,11,10,Inverted,27,1,5.0783204,1,TRUE,See
2,7,Left,1,11,10,Upright,9,2,2.6042878,0.52,TRUE,See
2,7,Left,1,11,10,Upright,8,2,4.5711918,0.9,TRUE,See
2,7,Left,1,11,10,Inverted,40,2,3.5400047,0.7,TRUE,See
2,7,Left,1,11,10,Inverted,33,2,4.1724247,0.82,TRUE,See
