expID,subID,eye,trialID,month,date,targetCategory,targetID,quadrant,breakTime,breakContrast,ans,see
1,12,Left,1,11,18,Upright,6,2,1.5162848,0.3,TRUE,See
1,12,Left,1,11,18,Upright,13,2,1.2790925,0.26,TRUE,See
1,12,Left,1,11,18,Inverted,21,1,2.1126783,0.42,TRUE,See
1,12,Left,1,11,18,Inverted,35,2,2.214746,0.44,TRUE,See
1,12,Left,1,11,18,Upright,6,1,3.6877399,0.72,TRUE,See
1,12,Left,1,11,18,Upright,3,1,5.264785,1,TRUE,See
1,12,Left,1,11,18,Inverted,30,2,4.0667565,0.8,TRUE,See
1,12,Left,1,11,18,Inverted,32,1,4.686282,0.92,TRUE,See
1,12,Left,1,11,18,Upright,20,1,3.5899941,0.7,TRUE,See
1,12,Left,1,11,18,Inverted,27,2,3.6098891,0.72,TRUE,See
1,12,Left,1,11,18,Inverted,36,2,2.459942,0.48,TRUE,See
1,12,Left,1,11,18,Inverted,37,2,3.1890618,0.64,TRUE,See
1,12,Left,1,11,18,Inverted,34,1,4.2649167,0.84,TRUE,See
1,12,Left,1,11,18,Upright,9,1,5.484719,1,TRUE,See
1,12,Left,1,11,18,Upright,7,2,1.4175737,0.28,TRUE,See
1,12,Left,1,11,18,Upright,2,2,5.2800424,1,TRUE,See
1,12,Left,1,11,18,Upright,4,1,4.3161977,0.86,TRUE,See
1,12,Left,1,11,18,Upright,15,2,2.6407245,0.52,TRUE,See
1,12,Left,1,11,18,Upright,17,2,3.5085863,0.7,TRUE,See
1,12,Left,1,11,18,Inverted,26,2,5.8554185,1,TRUE,See
1,12,Left,1,11,18,Inverted,39,1,4.5786545,0.9,TRUE,See
1,12,Left,1,11,18,Inverted,21,2,4.7055703,0.92,TRUE,See
1,12,Left,1,11,18,Inverted,36,1,4.4347056,0.88,TRUE,See
1,12,Left,1,11,18,Inverted,24,2,3.2700584,0.64,TRUE,See
1,12,Left,1,11,18,Upright,14,1,5.4498256,1,TRUE,See
1,12,Left,1,11,18,Inverted,31,2,4.0079228,0.8,TRUE,See
1,12,Left,1,11,18,Inverted,27,1,3.0893605,0.62,TRUE,See
1,12,Left,1,11,18,Upright,3,2,2.6278269,0.52,TRUE,See
1,12,Left,1,11,18,Inverted,23,2,5.5681256,1,TRUE,See
1,12,Left,1,11,18,Inverted,39,2,8.2699594,1,TRUE,See
1,12,Left,1,11,18,Upright,1,2,999,1,FALSE,Dont see
1,12,Left,1,11,18,Upright,15,1,9.7425883,1,TRUE,See
1,12,Left,1,11,18,Upright,12,1,4.3497628,0.86,TRUE,See
1,12,Left,1,11,18,Inverted,29,2,5.8063238,1,TRUE,See
1,12,Left,1,11,18,Upright,7,1,6.4829625,1,TRUE,See
1,12,Left,1,11,18,Upright,13,1,3.3185347,0.66,TRUE,See
1,12,Left,1,11,18,Upright,18,1,11.4779787,1,TRUE,See
1,12,Left,1,11,18,Upright,10,2,999,1,FALSE,Dont see
1,12,Left,1,11,18,Inverted,30,1,5.7017803,1,TRUE,See
1,12,Left,1,11,18,Upright,14,2,6.8414808,1,TRUE,See
1,12,Left,1,11,18,Upright,2,1,3.6555002,0.72,TRUE,See
1,12,Left,1,11,18,Upright,20,2,7.0290734,1,TRUE,See
1,12,Left,1,11,18,Inverted,35,1,6.2016569,1,TRUE,See
1,12,Left,1,11,18,Inverted,22,1,5.7138981,1,TRUE,See
1,12,Left,1,11,18,Upright,19,2,6.2698366,1,TRUE,See
1,12,Left,1,11,18,Upright,5,2,5.3582748,1,TRUE,See
1,12,Left,1,11,18,Inverted,34,2,4.0422877,0.8,TRUE,See
1,12,Left,1,11,18,Inverted,40,1,4.2379798,0.84,TRUE,See
1,12,Left,1,11,18,Inverted,37,1,4.2348967,0.84,TRUE,See
1,12,Left,1,11,18,Upright,12,2,2.515087,0.5,TRUE,See
1,12,Left,1,11,18,Upright,1,1,4.8992958,0.96,TRUE,See
1,12,Left,1,11,18,Inverted,24,1,2.6161222,0.52,TRUE,See
1,12,Left,1,11,18,Inverted,33,1,2.8871655,0.58,TRUE,See
1,12,Left,1,11,18,Upright,5,1,3.0150094,0.6,TRUE,See
1,12,Left,1,11,18,Inverted,28,1,1.9563463,0.4,TRUE,See
1,12,Left,1,11,18,Upright,4,2,1.7382121,0.34,TRUE,See
1,12,Left,1,11,18,Upright,9,2,8.7411764,1,TRUE,See
1,12,Left,1,11,18,Inverted,23,1,2.3223149,0.46,TRUE,See
1,12,Left,1,11,18,Inverted,38,2,1.9040622,0.38,TRUE,See
1,12,Left,1,11,18,Upright,16,2,3.5191658,0.7,FALSE,Dont see
1,12,Left,1,11,18,Inverted,40,2,2.9128173,0.58,TRUE,See
1,12,Left,1,11,18,Upright,17,1,2.4682046,0.5,TRUE,See
1,12,Left,1,11,18,Inverted,26,1,3.3093564,0.66,TRUE,See
1,12,Left,1,11,18,Upright,18,2,4.4801732,0.88,TRUE,See
1,12,Left,1,11,18,Inverted,33,2,2.5777835,0.52,TRUE,See
1,12,Left,1,11,18,Inverted,28,2,2.7857209,0.56,TRUE,See
1,12,Left,1,11,18,Upright,11,1,2.0811184,0.42,TRUE,See
1,12,Left,1,11,18,Upright,10,1,3.565075,0.7,TRUE,See
1,12,Left,1,11,18,Inverted,38,1,2.0343227,0.4,TRUE,See
1,12,Left,1,11,18,Inverted,32,2,6.7643444,1,TRUE,See
1,12,Left,1,11,18,Inverted,31,1,2.8564031,0.56,TRUE,See
1,12,Left,1,11,18,Inverted,29,1,2.507568,0.5,TRUE,See
1,12,Left,1,11,18,Upright,19,1,1.5014496,0.3,TRUE,See
1,12,Left,1,11,18,Inverted,22,2,1.1570269,0.24,TRUE,See
1,12,Left,1,11,18,Upright,16,1,1.8091741,0.36,TRUE,See
1,12,Left,1,11,18,Upright,8,1,1.7209611,0.34,TRUE,See
1,12,Left,1,11,18,Upright,11,2,2.272059,0.46,TRUE,See
1,12,Left,1,11,18,Inverted,25,1,1.9068384,0.38,TRUE,See
1,12,Left,1,11,18,Upright,8,2,3.2142591,0.64,TRUE,See
1,12,Left,1,11,18,Inverted,25,2,2.1978305,0.44,TRUE,See
