expID,subID,eye,trialID,month,date,targetCategory,targetID,quadrant,breakTime,breakContrast,ans,see
2,13,Right,1,11,18,Inverted,29,1,1.9811241,0.4,TRUE,See
2,13,Right,1,11,18,Inverted,30,2,2.5132581,0.5,TRUE,See
2,13,Right,1,11,18,Upright,18,1,1.4561889,0.3,TRUE,See
2,13,Right,1,11,18,Upright,13,2,1.8301189,0.36,TRUE,See
2,13,Right,1,11,18,Upright,20,2,3.3692129,0.66,TRUE,See
2,13,Right,1,11,18,Inverted,24,1,1.6077024,0.32,TRUE,See
2,13,Right,1,11,18,Upright,11,2,1.964032,0.4,TRUE,See
2,13,Right,1,11,18,Inverted,23,1,3.7052287,0.74,TRUE,See
2,13,Right,1,11,18,Upright,12,1,2.699312,0.54,TRUE,See
2,13,Right,1,11,18,Upright,20,1,2.1035269,0.42,TRUE,See
2,13,Right,1,11,18,Inverted,36,1,2.9169046,0.58,TRUE,See
2,13,Right,1,11,18,Inverted,34,1,3.5141297,0.7,TRUE,See
2,13,Right,1,11,18,Upright,15,1,3.3556637,0.66,TRUE,See
2,13,Right,1,11,18,Upright,3,1,1.5662728,0.32,TRUE,See
2,13,Right,1,11,18,Upright,16,2,4.9997678,0.98,TRUE,See
2,13,Right,1,11,18,Inverted,25,1,2.7470106,0.54,TRUE,See
2,13,Right,1,11,18,Upright,19,1,4.7570908,0.94,TRUE,See
2,13,Right,1,11,18,Inverted,40,1,1.6289557,0.32,TRUE,See
2,13,Right,1,11,18,Inverted,23,2,1.3372309,0.28,TRUE,See
2,13,Right,1,11,18,Upright,5,2,2.2514092,0.44,TRUE,See
2,13,Right,1,11,18,Upright,15,2,2.8591697,0.56,TRUE,See
2,13,Right,1,11,18,Inverted,37,1,4.5618283,0.9,TRUE,See
2,13,Right,1,11,18,Inverted,32,2,3.2337127,0.64,TRUE,See
2,13,Right,1,11,18,Upright,5,1,7.067534,1,TRUE,See
2,13,Right,1,11,18,Inverted,39,1,7.5605854,1,TRUE,See
2,13,Right,1,11,18,Inverted,34,2,5.0797232,1,TRUE,See
2,13,Right,1,11,18,Inverted,38,1,3.4581454,0.68,TRUE,See
2,13,Right,1,11,18,Inverted,22,1,6.6782532,1,TRUE,See
2,13,Right,1,11,18,Upright,18,2,2.3179358,0.46,TRUE,See
2,13,Right,1,11,18,Upright,6,2,3.4403661,0.68,TRUE,See
2,13,Right,1,11,18,Inverted,26,1,2.9740654,0.58,TRUE,See
2,13,Right,1,11,18,Upright,9,2,1.6602888,0.34,TRUE,See
2,13,Right,1,11,18,Upright,11,1,2.8175955,0.56,TRUE,See
2,13,Right,1,11,18,Inverted,24,2,2.019295,0.4,TRUE,See
2,13,Right,1,11,18,Inverted,36,2,2.5921531,0.52,TRUE,See
2,13,Right,1,11,18,Upright,7,1,3.300911,0.66,TRUE,See
2,13,Right,1,11,18,Upright,9,1,2.0069509,0.4,TRUE,See
2,13,Right,1,11,18,Upright,2,1,3.1853006,0.64,TRUE,See
2,13,Right,1,11,18,Upright,6,1,8.2331707,1,TRUE,See
2,13,Right,1,11,18,Upright,19,2,5.7607609,1,TRUE,See
2,13,Right,1,11,18,Inverted,28,1,3.7779422,0.74,TRUE,See
2,13,Right,1,11,18,Upright,14,1,3.4983621,0.7,TRUE,See
2,13,Right,1,11,18,Inverted,27,2,1.9177375,0.38,TRUE,See
2,13,Right,1,11,18,Upright,8,1,3.5061917,0.7,TRUE,See
2,13,Right,1,11,18,Inverted,33,2,2.5485474,0.5,TRUE,See
2,13,Right,1,11,18,Inverted,22,2,3.5397998,0.7,TRUE,See
2,13,Right,1,11,18,Upright,13,1,4.3904841,0.86,TRUE,See
