expID,subID,eye,trialID,month,date,targetCategory,targetID,quadrant,breakTime,breakContrast,ans,see
2,22,Left,1,12,1,Inverted,24,1,2.9614058,0.58,TRUE,See
2,22,Left,1,12,1,Upright,6,1,6.8273506,1,TRUE,See
2,22,Left,1,12,1,Upright,15,1,4.1897615,0.82,TRUE,See
2,22,Left,1,12,1,Upright,15,2,3.4955362,0.7,TRUE,See
2,22,Left,1,12,1,Upright,12,2,4.4422954,0.88,TRUE,See
2,22,Left,1,12,1,Inverted,37,2,3.786343,0.74,TRUE,See
2,22,Left,1,12,1,Upright,2,2,4.2056378,0.84,TRUE,See
2,22,Left,1,12,1,Upright,10,2,2.403591,0.48,TRUE,See
2,22,Left,1,12,1,Inverted,38,1,3.3311651,0.66,TRUE,See
2,22,Left,1,12,1,Upright,12,1,1.9069315,0.38,TRUE,See
2,22,Left,1,12,1,Inverted,29,2,3.4681566,0.68,TRUE,See
2,22,Left,1,12,1,Inverted,30,2,4.7922286,0.94,TRUE,See
2,22,Left,1,12,1,Inverted,22,2,4.0937817,0.8,TRUE,See
2,22,Left,1,12,1,Inverted,21,1,4.5532005,0.9,TRUE,See
2,22,Left,1,12,1,Upright,4,2,4.9961111,0.98,TRUE,See
2,22,Left,1,12,1,Upright,5,2,3.6502858,0.72,TRUE,See
2,22,Left,1,12,1,Inverted,37,1,3.5331963,0.7,TRUE,See
2,22,Left,1,12,1,Inverted,24,2,3.4614853,0.68,TRUE,See
2,22,Left,1,12,1,Upright,20,2,2.6300933,0.52,TRUE,See
2,22,Left,1,12,1,Inverted,22,1,4.875191,0.96,TRUE,See
2,22,Left,1,12,1,Inverted,26,1,5.8051349,1,TRUE,See
2,22,Left,1,12,1,Inverted,31,1,2.566031,0.52,TRUE,See
2,22,Left,1,12,1,Upright,1,2,4.0395497,0.8,TRUE,See
2,22,Left,1,12,1,Inverted,23,1,3.0001995,0.6,TRUE,See
2,22,Left,1,12,1,Inverted,35,1,5.3731823,1,TRUE,See
2,22,Left,1,12,1,Upright,13,1,2.3154139,0.46,TRUE,See
2,22,Left,1,12,1,Inverted,23,2,4.1058123,0.82,TRUE,See
2,22,Left,1,12,1,Inverted,28,1,3.5686993,0.7,TRUE,See
2,22,Left,1,12,1,Upright,16,2,5.6692885,1,TRUE,See
2,22,Left,1,12,1,Upright,16,1,3.2767106,0.64,TRUE,See
2,22,Left,1,12,1,Upright,11,1,2.2631332,0.46,TRUE,See
2,22,Left,1,12,1,Inverted,39,2,4.8532251,0.96,TRUE,See
2,22,Left,1,12,1,Upright,19,2,2.5433031,0.5,TRUE,See
2,22,Left,1,12,1,Upright,9,1,3.0010985,0.6,TRUE,See
2,22,Left,1,12,1,Upright,10,1,2.8994048,0.58,TRUE,See
2,22,Left,1,12,1,Inverted,40,2,2.4716343,0.5,TRUE,See
2,22,Left,1,12,1,Upright,14,1,4.7180193,0.94,TRUE,See
2,22,Left,1,12,1,Inverted,34,2,4.3264018,0.86,TRUE,See
2,22,Left,1,12,1,Inverted,39,1,4.6602942,0.92,TRUE,See
2,22,Left,1,12,1,Upright,7,2,4.1271409,0.82,TRUE,See
2,22,Left,1,12,1,Inverted,27,2,5.3490462,1,TRUE,See
2,22,Left,1,12,1,Inverted,36,1,4.3212408,0.86,TRUE,See
2,22,Left,1,12,1,Upright,14,2,2.7979926,0.56,TRUE,See
2,22,Left,1,12,1,Inverted,33,1,3.1470593,0.62,TRUE,See
2,22,Left,1,12,1,Upright,19,1,5.1368223,1,TRUE,See
2,22,Left,1,12,1,Inverted,31,2,3.9049262,0.78,TRUE,See
2,22,Left,1,12,1,Upright,4,1,4.3463716,0.86,TRUE,See
2,22,Left,1,12,1,Inverted,29,1,2.1221901,0.42,TRUE,See
2,22,Left,1,12,1,Upright,11,2,2.0771634,0.42,TRUE,See
2,22,Left,1,12,1,Inverted,30,1,2.1834332,0.44,TRUE,See
2,22,Left,1,12,1,Inverted,38,2,4.1802881,0.82,TRUE,See
2,22,Left,1,12,1,Upright,8,1,3.8051323,0.76,TRUE,See
2,22,Left,1,12,1,Inverted,28,2,5.5335221,1,TRUE,See
2,22,Left,1,12,1,Upright,9,2,2.6208159,0.52,TRUE,See
2,22,Left,1,12,1,Upright,6,2,3.6741897,0.72,TRUE,See
2,22,Left,1,12,1,Upright,7,1,4.7865355,0.94,TRUE,See
2,22,Left,1,12,1,Inverted,26,2,6.4051807,1,TRUE,See
2,22,Left,1,12,1,Upright,18,1,3.9882358,0.78,TRUE,See
2,22,Left,1,12,1,Inverted,21,2,3.4688443,0.68,TRUE,See
2,22,Left,1,12,1,Inverted,25,1,3.6193294,0.72,TRUE,See
2,22,Left,1,12,1,Upright,13,2,2.4551759,0.48,TRUE,See
2,22,Left,1,12,1,Inverted,32,2,3.5521771,0.7,TRUE,See
2,22,Left,1,12,1,Upright,8,2,3.5110203,0.7,TRUE,See
2,22,Left,1,12,1,Upright,2,1,2.3722499,0.48,TRUE,See
2,22,Left,1,12,1,Upright,17,2,3.0142621,0.6,TRUE,See
2,22,Left,1,12,1,Inverted,40,1,2.5531939,0.5,TRUE,See
2,22,Left,1,12,1,Upright,3,2,5.1649991,1,TRUE,See
2,22,Left,1,12,1,Upright,3,1,2.6911392,0.54,TRUE,See
2,22,Left,1,12,1,Inverted,32,1,3.2230753,0.64,TRUE,See
2,22,Left,1,12,1,Inverted,36,2,5.3390035,1,TRUE,See
2,22,Left,1,12,1,Upright,18,2,3.4494055,0.68,TRUE,See
2,22,Left,1,12,1,Upright,20,1,2.8006443,0.56,TRUE,See
2,22,Left,1,12,1,Inverted,33,2,4.1481782,0.82,TRUE,See
2,22,Left,1,12,1,Inverted,35,2,4.6683075,0.92,TRUE,See
2,22,Left,1,12,1,Upright,5,1,5.0198966,0.98,TRUE,See
2,22,Left,1,12,1,Inverted,34,1,3.3432667,0.66,TRUE,See
2,22,Left,1,12,1,Upright,1,1,2.7271492,0.54,TRUE,See
2,22,Left,1,12,1,Inverted,27,1,5.8904329,1,TRUE,See
2,22,Left,1,12,1,Inverted,25,2,2.8732215,0.58,TRUE,See
2,22,Left,1,12,1,Upright,17,1,2.6021356,0.52,TRUE,See
