expID,subID,eye,trialID,month,date,targetCategory,targetID,quadrant,breakTime,breakContrast,ans,see
1,11,Right,1,11,17,Upright,9,2,2.1472032,0.42,TRUE,See
1,11,Right,1,11,17,Upright,11,2,2.8824384,0.58,TRUE,See
1,11,Right,1,11,17,Inverted,22,1,2.9481587,0.58,TRUE,See
1,11,Right,1,11,17,Inverted,28,1,2.6816091,0.54,TRUE,See
1,11,Right,1,11,17,Upright,2,1,6.6349667,1,TRUE,See
1,11,Right,1,11,17,Inverted,21,2,3.3776769,0.66,TRUE,See
1,11,Right,1,11,17,Upright,19,2,4.0612611,0.8,TRUE,See
1,11,Right,1,11,17,Inverted,27,1,3.7116354,0.74,TRUE,See
1,11,Right,1,11,17,Upright,18,2,3.7401102,0.74,TRUE,See
1,11,Right,1,11,17,Inverted,35,2,4.0781587,0.8,TRUE,See
1,11,Right,1,11,17,Upright,7,1,5.4292999,1,TRUE,See
1,11,Right,1,11,17,Inverted,31,2,4.0362049,0.8,TRUE,See
1,11,Right,1,11,17,Upright,16,2,3.0072878,0.6,TRUE,See
1,11,Right,1,11,17,Inverted,24,1,3.00677,0.6,TRUE,See
1,11,Right,1,11,17,Upright,19,1,2.5706835,0.52,TRUE,See
1,11,Right,1,11,17,Upright,20,2,7.2797016,1,TRUE,See
1,11,Right,1,11,17,Inverted,25,1,6.4563298,1,TRUE,See
1,11,Right,1,11,17,Upright,6,2,3.9159534,0.78,TRUE,See
1,11,Right,1,11,17,Upright,13,2,5.0784918,1,TRUE,See
1,11,Right,1,11,17,Upright,16,1,4.5851476,0.9,TRUE,See
1,11,Right,1,11,17,Upright,14,1,2.248876,0.44,TRUE,See
1,11,Right,1,11,17,Upright,7,2,3.1245734,0.62,TRUE,See
1,11,Right,1,11,17,Inverted,23,2,6.1745887,1,TRUE,See
1,11,Right,1,11,17,Inverted,39,1,1.8533192,0.38,TRUE,See
1,11,Right,1,11,17,Inverted,24,2,1.9211109,0.38,TRUE,See
1,11,Right,1,11,17,Inverted,34,2,7.8489985,1,TRUE,See
1,11,Right,1,11,17,Upright,4,2,5.0643692,1,TRUE,See
1,11,Right,1,11,17,Upright,3,2,8.8597039,1,TRUE,See
1,11,Right,1,11,17,Upright,12,1,4.4172244,0.88,TRUE,See
1,11,Right,1,11,17,Inverted,32,1,3.8507683,0.76,TRUE,See
1,11,Right,1,11,17,Inverted,27,2,8.7762075,1,TRUE,See
1,11,Right,1,11,17,Inverted,37,2,3.923045,0.78,TRUE,See
1,11,Right,1,11,17,Upright,6,1,4.6617737,0.92,TRUE,See
1,11,Right,1,11,17,Inverted,29,1,5.0174914,0.98,TRUE,See
1,11,Right,1,11,17,Upright,5,2,3.9462917,0.78,TRUE,See
1,11,Right,1,11,17,Upright,15,1,5.0489734,1,TRUE,See
1,11,Right,1,11,17,Inverted,30,2,7.0983768,1,TRUE,See
1,11,Right,1,11,17,Upright,20,1,4.899152,0.96,TRUE,See
1,11,Right,1,11,17,Inverted,28,2,3.566831,0.7,TRUE,See
1,11,Right,1,11,17,Inverted,25,2,4.3763956,0.86,TRUE,See
1,11,Right,1,11,17,Upright,1,2,2.6288735,0.52,TRUE,See
1,11,Right,1,11,17,Inverted,40,2,1.8195569,0.36,TRUE,See
1,11,Right,1,11,17,Inverted,39,2,1.828106,0.36,TRUE,See
1,11,Right,1,11,17,Inverted,22,2,3.8592025,0.76,TRUE,See
1,11,Right,1,11,17,Upright,1,1,1.7378651,0.34,TRUE,See
1,11,Right,1,11,17,Inverted,34,1,2.6272512,0.52,TRUE,See
1,11,Right,1,11,17,Upright,15,2,3.9780668,0.78,TRUE,See
1,11,Right,1,11,17,Inverted,26,2,3.2193711,0.64,TRUE,See
1,11,Right,1,11,17,Inverted,36,2,3.637432,0.72,TRUE,See
