expID,subID,eye,trialID,month,date,targetCategory,targetID,quadrant,breakTime,breakContrast,ans,see
1,7,Left,1,11,10,Upright,3,1,3.9186445,0.78,TRUE,See
1,7,Left,1,11,10,Upright,10,1,3.1903049,0.64,TRUE,See
1,7,Left,1,11,10,Upright,17,2,1.4126173,0.28,TRUE,See
1,7,Left,1,11,10,Inverted,32,1,4.1997188,0.82,TRUE,See
1,7,Left,1,11,10,Upright,2,2,1.2555985,0.26,TRUE,See
1,7,Left,1,11,10,Inverted,27,1,4.5537549,0.9,TRUE,See
1,7,Left,1,11,10,Inverted,28,2,1.1985557,0.24,TRUE,See
1,7,Left,1,11,10,Upright,16,2,2.0695998,0.42,TRUE,See
1,7,Left,1,11,10,Inverted,24,1,5.3950934,1,TRUE,See
1,7,Left,1,11,10,Inverted,33,1,8.5041451,1,TRUE,See
1,7,Left,1,11,10,Inverted,34,1,9.0868558,1,TRUE,See
1,7,Left,1,11,10,Inverted,30,2,1.1309261,0.24,TRUE,See
1,7,Left,1,11,10,Upright,5,2,1.5175508,0.3,TRUE,See
1,7,Left,1,11,10,Upright,4,1,2.7711196,0.56,TRUE,See
1,7,Left,1,11,10,Inverted,38,2,1.150809,0.24,TRUE,See
1,7,Left,1,11,10,Upright,12,1,4.6953007,0.92,TRUE,See
1,7,Left,1,11,10,Upright,14,1,4.8385168,0.96,TRUE,See
1,7,Left,1,11,10,Inverted,23,1,4.2899542,0.84,TRUE,See
1,7,Left,1,11,10,Inverted,35,2,2.8237614,0.56,TRUE,See
1,7,Left,1,11,10,Upright,18,1,8.8287271,1,TRUE,See
1,7,Left,1,11,10,Inverted,32,2,1.9994473,0.4,TRUE,See
1,7,Left,1,11,10,Inverted,21,1,5.7380678,1,TRUE,See
1,7,Left,1,11,10,Upright,10,2,3.947096,0.78,TRUE,See
1,7,Left,1,11,10,Inverted,28,1,4.0574506,0.8,TRUE,See
1,7,Left,1,11,10,Inverted,23,2,2.3215394,0.46,TRUE,See
1,7,Left,1,11,10,Inverted,39,1,2.1715296,0.44,TRUE,See
1,7,Left,1,11,10,Upright,20,1,2.4540385,0.48,TRUE,See
1,7,Left,1,11,10,Inverted,36,1,8.2410346,1,TRUE,See
1,7,Left,1,11,10,Upright,11,2,13.3036388,1,TRUE,See
1,7,Left,1,11,10,Upright,8,2,3.2269507,0.64,TRUE,See
1,7,Left,1,11,10,Inverted,26,1,5.7284527,1,TRUE,See
1,7,Left,1,11,10,Upright,3,2,2.1964033,0.44,TRUE,See
1,7,Left,1,11,10,Inverted,38,1,7.5801598,1,TRUE,See
1,7,Left,1,11,10,Upright,9,2,1.1501824,0.24,TRUE,See
1,7,Left,1,11,10,Upright,14,2,1.964118,0.4,TRUE,See
1,7,Left,1,11,10,Upright,7,1,5.4491242,1,TRUE,See
1,7,Left,1,11,10,Inverted,26,2,4.0823103,0.8,TRUE,See
1,7,Left,1,11,10,Inverted,37,2,8.4345801,1,TRUE,See
1,7,Left,1,11,10,Upright,11,1,3.7295062,0.74,TRUE,See
1,7,Left,1,11,10,Upright,17,1,8.2982382,1,TRUE,See
1,7,Left,1,11,10,Inverted,31,2,3.0595987,0.6,TRUE,See
1,7,Left,1,11,10,Upright,18,2,3.4621862,0.68,TRUE,See
1,7,Left,1,11,10,Upright,16,1,6.6692394,1,FALSE,Dont see
1,7,Left,1,11,10,Upright,2,1,5.8684317,1,TRUE,See
1,7,Left,1,11,10,Inverted,31,1,5.0828371,1,TRUE,See
1,7,Left,1,11,10,Inverted,36,2,4.9199748,0.96,TRUE,See
1,7,Left,1,11,10,Inverted,39,2,4.081679,0.8,TRUE,See
1,7,Left,1,11,10,Inverted,33,2,1.5302402,0.3,TRUE,See
1,7,Left,1,11,10,Inverted,40,2,3.1113473,0.62,TRUE,See
1,7,Left,1,11,10,Upright,9,1,4.142478,0.82,TRUE,See
1,7,Left,1,11,10,Upright,20,2,1.1035118,0.22,TRUE,See
1,7,Left,1,11,10,Inverted,29,2,1.33596,0.28,TRUE,See
1,7,Left,1,11,10,Upright,1,2,3.2701464,0.64,TRUE,See
1,7,Left,1,11,10,Inverted,24,2,0.923235,0.18,TRUE,See
1,7,Left,1,11,10,Upright,1,1,4.6077785,0.9,TRUE,See
1,7,Left,1,11,10,Upright,6,1,5.8779023,1,TRUE,See
1,7,Left,1,11,10,Upright,19,2,1.131888,0.24,TRUE,See
1,7,Left,1,11,10,Inverted,35,1,4.4579113,0.88,TRUE,See
1,7,Left,1,11,10,Upright,13,1,5.1674649,1,TRUE,See
1,7,Left,1,11,10,Inverted,37,1,7.0047492,1,TRUE,See
1,7,Left,1,11,10,Upright,13,2,2.1835522,0.44,TRUE,See
1,7,Left,1,11,10,Inverted,22,2,4.1640943,0.82,TRUE,See
1,7,Left,1,11,10,Upright,15,1,8.9584514,1,TRUE,See
1,7,Left,1,11,10,Inverted,30,1,3.1530247,0.62,TRUE,See
1,7,Left,1,11,10,Inverted,25,1,3.1858929,0.64,TRUE,See
1,7,Left,1,11,10,Upright,7,2,4.0161931,0.8,TRUE,See
1,7,Left,1,11,10,Inverted,40,1,3.2573096,0.64,TRUE,See
1,7,Left,1,11,10,Upright,6,2,3.5422905,0.7,TRUE,See
1,7,Left,1,11,10,Inverted,34,2,1.4109867,0.28,TRUE,See
1,7,Left,1,11,10,Inverted,29,1,3.0187201,0.6,TRUE,See
1,7,Left,1,11,10,Inverted,27,2,0.950304,0.2,TRUE,See
1,7,Left,1,11,10,Inverted,25,2,2.6644824,0.52,TRUE,See
1,7,Left,1,11,10,Upright,15,2,6.6058256,1,TRUE,See
1,7,Left,1,11,10,Upright,19,1,5.4028477,1,TRUE,See
1,7,Left,1,11,10,Upright,12,2,0.8865977,0.18,TRUE,See
1,7,Left,1,11,10,Upright,4,2,1.145123,0.24,TRUE,See
