expID,subID,eye,trialID,month,date,targetCategory,targetID,quadrant,breakTime,breakContrast,ans,see
1,14,Left,1,11,20,Inverted,35,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,10,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,17,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,5,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,4,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,37,2,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,11,1,999,1,FALSE,See
1,14,Left,1,11,20,Upright,4,2,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,30,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,32,2,999,1,FALSE,See
1,14,Left,1,11,20,Inverted,23,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,8,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,6,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,16,2,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,10,2,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,32,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,25,2,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,2,2,999,1,FALSE,See
1,14,Left,1,11,20,Inverted,23,2,999,1,FALSE,See
1,14,Left,1,11,20,Upright,3,2,999,1,FALSE,See
1,14,Left,1,11,20,Inverted,29,2,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,18,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,40,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,9,2,999,1,FALSE,See
1,14,Left,1,11,20,Upright,7,2,999,1,FALSE,See
1,14,Left,1,11,20,Upright,2,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,22,2,999,1,FALSE,See
1,14,Left,1,11,20,Inverted,31,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,27,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,5,2,999,1,FALSE,See
1,14,Left,1,11,20,Inverted,39,2,999,1,FALSE,See
1,14,Left,1,11,20,Upright,6,2,13.6264489,1,TRUE,See
1,14,Left,1,11,20,Upright,12,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,16,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,21,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,28,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,21,2,3.9387053,0.78,TRUE,See
1,14,Left,1,11,20,Upright,20,2,8.6280219,1,TRUE,See
1,14,Left,1,11,20,Upright,1,2,6.5396958,1,TRUE,See
1,14,Left,1,11,20,Inverted,27,2,4.2935701,0.84,TRUE,See
1,14,Left,1,11,20,Inverted,36,2,13.6604434,1,TRUE,See
1,14,Left,1,11,20,Upright,19,2,5.9173634,1,TRUE,See
1,14,Left,1,11,20,Upright,3,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,35,2,3.4966632,0.7,TRUE,See
1,14,Left,1,11,20,Inverted,39,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,8,2,5.7547643,1,TRUE,See
1,14,Left,1,11,20,Upright,13,2,4.5378763,0.9,TRUE,See
1,14,Left,1,11,20,Inverted,26,2,6.8234116,1,TRUE,See
1,14,Left,1,11,20,Upright,14,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,28,2,4.246184,0.84,TRUE,See
1,14,Left,1,11,20,Upright,19,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,15,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,12,2,3.6650108,0.72,TRUE,See
1,14,Left,1,11,20,Upright,18,2,6.0879405,1,TRUE,See
1,14,Left,1,11,20,Inverted,24,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,13,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,17,2,2.4195386,0.48,TRUE,See
1,14,Left,1,11,20,Upright,20,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,40,2,3.2775019,0.64,TRUE,See
1,14,Left,1,11,20,Upright,11,2,5.3334457,1,TRUE,See
1,14,Left,1,11,20,Inverted,29,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,26,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,31,2,5.0993249,1,TRUE,See
1,14,Left,1,11,20,Inverted,30,2,4.6199116,0.92,TRUE,See
1,14,Left,1,11,20,Upright,1,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,24,2,1.8738739,0.38,TRUE,See
1,14,Left,1,11,20,Inverted,34,2,3.3633669,0.66,TRUE,See
1,14,Left,1,11,20,Inverted,37,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,9,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Upright,15,2,6.0281728,1,TRUE,See
1,14,Left,1,11,20,Inverted,33,2,4.0200122,0.8,TRUE,See
1,14,Left,1,11,20,Upright,14,2,6.1570969,1,TRUE,See
1,14,Left,1,11,20,Upright,7,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,33,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,38,2,3.4649434,0.68,TRUE,See
1,14,Left,1,11,20,Inverted,22,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,25,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,38,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,36,1,999,1,FALSE,Dont see
1,14,Left,1,11,20,Inverted,34,1,999,1,FALSE,Dont see
