expID,subID,eye,trialID,month,date,targetCategory,targetID,quadrant,breakTime,breakContrast,ans,see
2,18,Left,1,11,28,Upright,17,1,1.980572,0.4,TRUE,See
2,18,Left,1,11,28,Inverted,26,1,4.7511317,0.94,TRUE,See
2,18,Left,1,11,28,Inverted,25,1,2.9112001,0.58,TRUE,See
2,18,Left,1,11,28,Inverted,23,2,5.1952368,1,TRUE,See
2,18,Left,1,11,28,Inverted,36,1,3.6359768,0.72,TRUE,See
2,18,Left,1,11,28,Upright,19,1,2.070511,0.42,TRUE,See
2,18,Left,1,11,28,Upright,9,1,1.7975307,0.36,TRUE,See
2,18,Left,1,11,28,Upright,9,2,2.3405328,0.46,TRUE,See
2,18,Left,1,11,28,Upright,15,1,2.1978794,0.44,TRUE,See
2,18,Left,1,11,28,Upright,1,2,2.6422938,0.52,TRUE,See
2,18,Left,1,11,28,Upright,20,1,1.8022219,0.36,TRUE,See
2,18,Left,1,11,28,Inverted,29,1,3.0613729,0.6,TRUE,See
2,18,Left,1,11,28,Upright,13,2,1.9741392,0.4,TRUE,See
2,18,Left,1,11,28,Inverted,30,1,4.0920669,0.8,TRUE,See
2,18,Left,1,11,28,Upright,7,1,3.5691736,0.7,TRUE,See
2,18,Left,1,11,28,Upright,10,1,3.2654503,0.64,TRUE,See
2,18,Left,1,11,28,Inverted,24,1,3.0365778,0.6,TRUE,See
2,18,Left,1,11,28,Upright,2,1,4.6780507,0.92,TRUE,See
2,18,Left,1,11,28,Inverted,24,2,3.2264094,0.64,TRUE,See
2,18,Left,1,11,28,Upright,18,2,3.6337792,0.72,TRUE,See
2,18,Left,1,11,28,Inverted,27,2,4.1752442,0.82,TRUE,See
2,18,Left,1,11,28,Upright,19,2,3.8259803,0.76,TRUE,See
2,18,Left,1,11,28,Inverted,23,1,2.1341925,0.42,TRUE,See
2,18,Left,1,11,28,Upright,8,1,2.5155041,0.5,TRUE,See
2,18,Left,1,11,28,Upright,15,2,3.9150622,0.78,TRUE,See
2,18,Left,1,11,28,Inverted,28,2,3.2172331,0.64,TRUE,See
2,18,Left,1,11,28,Inverted,34,2,2.4016895,0.48,TRUE,See
2,18,Left,1,11,28,Upright,7,2,2.8750802,0.58,TRUE,See
2,18,Left,1,11,28,Inverted,21,2,2.2857228,0.46,TRUE,See
2,18,Left,1,11,28,Upright,3,1,2.9101721,0.58,TRUE,See
2,18,Left,1,11,28,Inverted,27,1,2.5090425,0.5,TRUE,See
2,18,Left,1,11,28,Inverted,21,1,2.2911218,0.46,TRUE,See
2,18,Left,1,11,28,Inverted,22,2,6.2720117,1,TRUE,See
2,18,Left,1,11,28,Inverted,37,1,2.0235818,0.4,TRUE,See
2,18,Left,1,11,28,Upright,3,2,2.9637264,0.58,TRUE,See
