expID,subID,eye,trialID,month,date,targetCategory,targetID,quadrant,breakTime,breakContrast,ans,see
2,1,Left,1,10,27,Inverted,27,2,7.4981846,1,TRUE,See
2,1,Left,1,10,27,Upright,20,1,5.9432108,1,TRUE,See
2,1,Left,1,10,27,Inverted,29,2,5.1689625,1,TRUE,See
2,1,Left,1,10,27,Upright,12,2,4.4898702,0.88,TRUE,See
2,1,Left,1,10,27,Inverted,29,1,5.2404567,1,TRUE,See
2,1,Left,1,10,27,Inverted,24,2,5.4519232,1,TRUE,See
2,1,Left,1,10,27,Upright,7,2,11.8010266,1,TRUE,See
2,1,Left,1,10,27,Inverted,21,2,4.0857692,0.8,TRUE,See
2,1,Left,1,10,27,Upright,11,2,3.7635906,0.74,TRUE,See
2,1,Left,1,10,27,Upright,4,2,4.1048766,0.82,TRUE,See
2,1,Left,1,10,27,Inverted,37,2,5.8137958,1,TRUE,See
2,1,Left,1,10,27,Upright,10,2,5.2820649,1,TRUE,See
2,1,Left,1,10,27,Inverted,28,1,6.8580061,1,TRUE,See
2,1,Left,1,10,27,Inverted,23,1,8.1180394,1,TRUE,See
2,1,Left,1,10,27,Upright,15,2,5.5403974,1,TRUE,See
2,1,Left,1,10,27,Inverted,22,2,6.8223262,1,TRUE,See
2,1,Left,1,10,27,Inverted,37,1,7.3497874,1,TRUE,See
2,1,Left,1,10,27,Inverted,33,2,5.534134,1,TRUE,See
2,1,Left,1,10,27,Upright,16,1,4.5841165,0.9,TRUE,See
2,1,Left,1,10,27,Inverted,31,1,5.0362702,1,TRUE,See
2,1,Left,1,10,27,Upright,17,1,3.7767119,0.74,TRUE,See
2,1,Left,1,10,27,Inverted,40,1,4.7439303,0.94,TRUE,See
2,1,Left,1,10,27,Inverted,34,1,4.226042,0.84,TRUE,See
2,1,Left,1,10,27,Inverted,36,1,3.483351,0.68,TRUE,See
2,1,Left,1,10,27,Upright,18,1,3.0918768,0.62,TRUE,See
2,1,Left,1,10,27,Upright,8,2,7.8069798,1,TRUE,See
2,1,Left,1,10,27,Upright,10,1,3.6420861,0.72,TRUE,See
2,1,Left,1,10,27,Upright,3,1,4.9380923,0.98,TRUE,See
2,1,Left,1,10,27,Upright,12,1,3.4727309,0.68,TRUE,See
2,1,Left,1,10,27,Inverted,30,2,7.4523911,1,TRUE,See
2,1,Left,1,10,27,Upright,20,2,2.538044,0.5,TRUE,See
2,1,Left,1,10,27,Upright,19,2,3.2482754,0.64,TRUE,See
2,1,Left,1,10,27,Inverted,25,1,5.171454,1,TRUE,See
2,1,Left,1,10,27,Inverted,32,2,5.1586052,1,TRUE,See
2,1,Left,1,10,27,Upright,13,2,3.1451167,0.62,TRUE,See
2,1,Left,1,10,27,Upright,6,1,8.5400448,1,TRUE,See
2,1,Left,1,10,27,Inverted,21,1,4.3955371,0.86,TRUE,See
2,1,Left,1,10,27,Inverted,40,2,3.7131312,0.74,TRUE,See
2,1,Left,1,10,27,Inverted,33,1,3.4574552,0.68,TRUE,See
2,1,Left,1,10,27,Upright,9,1,3.6202729,0.72,TRUE,See
2,1,Left,1,10,27,Upright,7,1,6.6466397,1,TRUE,See
2,1,Left,1,10,27,Inverted,26,2,5.9471147,1,TRUE,See
2,1,Left,1,10,27,Upright,16,2,5.6204955,1,TRUE,See
2,1,Left,1,10,27,Upright,4,1,4.1566417,0.82,TRUE,See
2,1,Left,1,10,27,Inverted,23,2,4.9740995,0.98,TRUE,See
2,1,Left,1,10,27,Inverted,24,1,4.5302678,0.9,TRUE,See
2,1,Left,1,10,27,Upright,1,1,2.66358,0.52,TRUE,See
2,1,Left,1,10,27,Upright,14,2,3.330066,0.66,TRUE,See
2,1,Left,1,10,27,Upright,15,1,6.3401919,1,TRUE,See
2,1,Left,1,10,27,Inverted,30,1,4.1991461,0.82,TRUE,See
2,1,Left,1,10,27,Inverted,36,2,4.1570836,0.82,TRUE,See
2,1,Left,1,10,27,Inverted,25,2,4.1319553,0.82,TRUE,See
2,1,Left,1,10,27,Upright,8,1,3.4383298,0.68,TRUE,See
2,1,Left,1,10,27,Upright,9,2,3.4204773,0.68,TRUE,See
2,1,Left,1,10,27,Upright,2,1,6.1836987,1,TRUE,See
2,1,Left,1,10,27,Upright,5,2,4.0653753,0.8,TRUE,See
2,1,Left,1,10,27,Inverted,32,1,3.97061,0.78,TRUE,See
2,1,Left,1,10,27,Inverted,38,1,6.1891236,1,TRUE,See
2,1,Left,1,10,27,Inverted,27,1,4.1089418,0.82,TRUE,See
2,1,Left,1,10,27,Upright,6,2,4.7506945,0.94,TRUE,See
2,1,Left,1,10,27,Upright,2,2,3.3832357,0.66,TRUE,See
2,1,Left,1,10,27,Inverted,39,1,6.0588643,1,TRUE,See
2,1,Left,1,10,27,Upright,1,2,4.2089463,0.84,TRUE,See
2,1,Left,1,10,27,Inverted,35,2,5.347805,1,TRUE,See
2,1,Left,1,10,27,Upright,5,1,4.6319905,0.92,TRUE,See
2,1,Left,1,10,27,Upright,19,1,5.3485404,1,TRUE,See
2,1,Left,1,10,27,Inverted,39,2,5.4203656,1,TRUE,See
2,1,Left,1,10,27,Upright,3,2,3.3371925,0.66,TRUE,See
2,1,Left,1,10,27,Inverted,34,2,4.0575641,0.8,TRUE,See
2,1,Left,1,10,27,Inverted,28,2,7.3326707,1,TRUE,See
2,1,Left,1,10,27,Inverted,31,2,2.6833669,0.54,TRUE,See
2,1,Left,1,10,27,Inverted,38,2,4.0358558,0.8,TRUE,See
2,1,Left,1,10,27,Inverted,35,1,3.3990229,0.68,TRUE,See
2,1,Left,1,10,27,Upright,13,1,3.0323514,0.6,TRUE,See
2,1,Left,1,10,27,Upright,17,2,3.3594386,0.66,TRUE,See
2,1,Left,1,10,27,Upright,18,2,4.6092972,0.9,TRUE,See
2,1,Left,1,10,27,Inverted,22,1,4.6371291,0.92,TRUE,See
2,1,Left,1,10,27,Upright,14,1,3.2262363,0.64,TRUE,See
2,1,Left,1,10,27,Upright,11,1,3.7896872,0.74,TRUE,See
2,1,Left,1,10,27,Inverted,26,1,4.9857504,0.98,TRUE,See
