targetID,Likeface,Likeobject
30,0.239999999999999,0.37
20,0.74,0.5
8,0.98,0.51
21,0.76,0.49
22,0.15,0.39
37,0.08,0.76
11,0.93,0.55
16,0.13,0.880000000000001
27,0.69,0.5
1,0.75,0.5
6,0.77,0.67
19,0.97,0.38
14,0.920000000000001,0.52
12,0.86,0.51
17,0.69,0.25
29,0.5,0.75
36,0.14,0.87
28,0.96,0.44
36,0.179999999999999,0.86
8,0.940000000000001,0.39
23,0.67,0.38
15,0.39,0.35
7,0.96,0.25
2,0.18,0.48
40,0.65,0.52
39,0.89,0.36
37,0.25,0.399999999999999
1,0.76,0.4
4,0.89,0.19
4,0.860000000000001,0.21
20,0.75,0.35
27,0.81,0.379999999999999
28,0.950000000000001,0.37
12,0.76,0.42
20,0.73,0.48
39,0.89,0.31
4,0.89,0.38
32,0.45,0.41
40,0.75,0.5
18,0.39,0.65
10,0.15,0.39
30,0.2,0.399999999999999
35,0.38,0.38
38,0.17,0.32
32,0.47,0.19
23,0.69,0.43
5,0.49,0.17
35,0.1,0.4
8,0.940000000000001,0.48
7,0.950000000000001,0.38
27,0.66,0.43
3,0.87,0.37
14,0.77,0.37
5,0.47,0.38
18,0.35,0.55
35,0.19,0.48
24,0.72,0.58
1,0.62,0.39
17,0.22,0.59
19,0.88,0.37
6,0.61,0.29
24,0.76,0.53
17,0.29,0.55
29,0.49,0.61
32,0.6,0.29
21,0.62,0.51
26,0.48,0.52
29,0.53,0.63
11,0.92,0.37
37,0.339999999999999,0.56
25,0.15,0.3
15,0.12,0.35
23,0.66,0.37
38,0.35,0.57
10,0.19,0.409999999999999
16,0.209999999999999,0.83
22,0.09,0.33
39,0.830000000000001,0.41
24,0.71,0.6
3,0.91,0.29
34,0.870000000000001,0.46
7,0.88,0.39
2,0.12,0.22
11,0.85,0.32
40,0.68,0.56
19,0.870000000000001,0.34
10,0.19,0.33
6,0.74,0.64
2,0.109999999999999,0.18
38,0.38,0.58
5,0.15,0.34
30,0.149999999999999,0.29
12,0.44,0.35
14,0.85,0.37
28,0.97,0.4
31,0.91,0.42
9,0.42,0.46
33,0.35,0.4
22,0.13,0.21
26,0.52,0.53
33,0.46,0.4
25,0.47,0.39
31,0.94,0.399999999999999
13,0.83,0.36
9,0.47,0.55
16,0.22,0.82
15,0.21,0.199999999999999
9,0.41,0.57
3,0.840000000000001,0.39
13,0.67,0.35
18,0.37,0.54
36,0.21,0.82
31,0.79,0.36
13,0.52,0.32
33,0.46,0.37
21,0.59,0.52
34,0.47,0.62
26,0.46,0.33
25,0.34,0.14
34,0.5,0.4
