targetID,Likeface,Likeobject
10,0.0299999999999994,0.11
28,0.98,0.0299999999999999
14,0.9,0
19,0.98,0.05
11,0.690000000000001,0.299999999999999
30,0.0799999999999996,0.15
25,0.139999999999999,0.22
30,0.0999999999999994,0.19
19,0.940000000000001,0.13
23,0.03,0.18
27,0.77,0.13
32,0.87,0.02
14,0.82,0.16
11,0.76,0.179999999999999
8,0.960000000000001,0.2
9,0,0.09
7,0.89,0.139999999999999
34,0.790000000000001,0.15
24,0.21,0.209999999999999
2,0.0499999999999994,0.81
7,0.97,0.19
12,0.880000000000001,0.23
9,0.03,0.24
16,0.0599999999999999,0.88
18,0.0199999999999999,0.84
6,0.00999999999999986,0.1
9,0.0299999999999999,0.21
35,0.0399999999999999,0.13
14,0.91,0.13
18,0.11,0.81
38,0.09,0.399999999999999
31,0.96,0.840000000000001
26,0.01,0.6
3,0.96,0.22
12,0.930000000000001,0.2
35,0.29,0.17
15,0.69,0.43
38,0.15,0.61
37,0.07,0.3
33,0.13,0.19
21,0.0699999999999995,0.91
5,0.0799999999999994,0.890000000000001
13,0.73,0.109999999999999
8,0.97,0.0199999999999994
33,0.0399999999999999,0.289999999999999
1,0.15,0.88
4,0.82,0.0899999999999992
32,0.940000000000001,0.08
29,0.11,0.28
15,0.86,0.12
29,0,0.129999999999999
4,0.87,0.219999999999999
35,0.0899999999999999,0.15
18,0.14,0.28
34,0.9,0.03
7,0.990000000000001,0.0599999999999993
5,0.33,0.66
40,0.129999999999999,0.34
25,0.0999999999999997,0.36
5,0.43,0.34
6,0.11,0.18
8,0.89,0.0799999999999997
32,0.860000000000001,0.13
21,0.0499999999999993,0.89
15,0.95,0.19
3,0.89,0.09
23,0.22,0.87
36,0.3,0.98
31,0.95,0.82
19,0.93,0.189999999999999
31,0.92,0.85
4,0.92,0.11
17,0.04,0.309999999999999
13,0.86,0.36
36,0.31,0.84
10,0.14,0.209999999999999
20,0.89,0.11
12,0.88,0.14
1,0.14,0.87
29,0.18,0.41
23,0.00999999999999936,0.12
36,0.159999999999999,0.59
20,0.82,0.01
25,0.0899999999999999,0.349999999999999
30,0.0399999999999993,0.0799999999999999
28,0.92,0.3
11,0.88,0.67
39,0.84,0.419999999999999
20,0.8,0.48
10,0.15,0.249999999999999
27,0.840000000000001,0.149999999999999
22,0.16,0.83
33,0.149999999999999,0.33
1,0.0799999999999999,0.93
16,0.06,0.76
26,0.1,0.2
26,0.0899999999999997,0.209999999999999
40,0.02,0.0999999999999995
39,0.840000000000001,0.37
34,1,0.18
3,0.95,0.19
16,0.16,0.760000000000001
24,0.940000000000001,0.14
6,0.209999999999999,0.2
27,0.79,0.159999999999999
40,0.0499999999999998,0.11
37,0.0999999999999996,0.25
17,0,0.2
38,0,0.2
37,0.0299999999999995,0.11
24,0.89,0.19
13,0.8,0.159999999999999
22,0.19,0.84
2,0.18,0.88
39,1,0.239999999999999
28,0.93,0.159999999999999
17,0.1,0.26
2,0.169999999999999,0.84
21,0.17,0.86
22,0.06,0.79
