targetID,Likeface,Likeobject
5,0,1
39,0,0.5
32,1,0.29
24,1,0.25
8,1,0.25
24,1,0.249999999999999
4,1,0.26
2,0.97,0.44
25,1,0.25
9,0.98,0.22
22,0.26,0.73
34,0.24,0.6
14,1,0.26
26,0,0
34,0,0.46
28,1,0.24
16,0,1
2,0.78,0.24
18,0.22,0.23
21,0.75,0.5
35,0.76,0.24
14,1,0.269999999999999
6,0.93,0.09
27,0.8,0.259999999999999
4,0.980000000000001,0.0499999999999993
16,0.0799999999999998,0.7
30,0.73,0.279999999999999
20,1,0.31
12,1,0.23
12,0.98,0.269999999999999
30,0,0.67
19,1,0.49
40,1,0.28
16,0,1
23,0.129999999999999,0.78
4,0.930000000000001,0.09
8,1,0.43
40,1,0.27
29,0.44,0.69
31,0.91,0.65
15,0.9,0.3
29,0.32,0.6
11,0.85,0.38
13,0.76,0.28
19,0.960000000000001,0.4
28,0.9,0.259999999999999
10,0.860000000000001,0.36
31,0.95,0.22
32,0.84,0.19
30,0.27,0.69
3,0.92,0.13
38,0.14,0.43
36,0.0699999999999996,0.57
18,0.26,0.62
25,0.73,0.25
37,0.84,0.42
7,0.8,0.14
21,0.95,0.31
23,0.21,0.32
28,0.91,0.49
23,0.16,0.2
26,0.27,0.27
35,0.27,0.24
36,0.16,0.81
10,0.74,0.26
14,0.940000000000001,0.28
36,0.19,0.75
6,0.73,0.47
7,0.990000000000001,0.54
15,0.940000000000001,0.6
1,0.960000000000001,0.56
3,0.63,0.38
13,0.84,0.36
22,0.15,0.5
9,0.75,0.4
33,0.87,0.39
37,0.64,0.44
27,0.46,0.46
9,0.66,0.24
1,0.75,0.52
20,0.82,0.61
11,0.96,0.68
10,0.8,0.59
33,0.950000000000001,0.37
15,0.89,0.3
40,0.96,0.29
12,1,0.63
34,0.710000000000001,0.25
6,1,0.56
7,0.940000000000001,0.8
17,0.98,0.54
27,0.77,0.409999999999999
26,0.98,0.57
35,0.720000000000001,0.47
11,0.920000000000001,0.35
20,0.99,0.44
18,0,0.4
2,0.68,0.33
38,0.13,0.56
29,0.71,0.43
25,0.82,0.48
39,0.85,0.64
38,0.0999999999999997,0.42
22,0.56,0.37
3,0.8,0.43
33,0.88,0.43
1,0.89,0.8
24,0.78,0.47
37,0.91,0.39
13,0.81,0.54
5,0.87,0.47
17,0.85,0.54
5,0.81,0.62
21,0.77,0.58
8,0.82,0.39
19,0.9,0.79
39,0.77,0.78
31,0.85,0.55
17,0.830000000000001,0.44
32,0.850000000000001,0.53
