targetID,Likeface,Likeobject
17,0.0699999999999995,0.83
14,0.93,0.02
25,0.49,0.27
40,0.93,0.65
31,0.75,0.189999999999999
17,0.23,0.91
3,0.99,0.25
11,1,0
5,0.72,0.870000000000001
25,0.45,0.93
14,1,0.2
37,0.45,0.73
22,0.27,0.75
27,0.84,0.259999999999999
24,0.92,0.81
28,1,0
20,0.53,0.73
21,0.23,1
34,0,1
39,1,0.18
38,0,1
37,0.58,0.05
16,0,1
39,1,0
2,0.25,1
16,0,1
30,0.18,0.84
37,0.7,0.37
10,0.14,0.9
35,0.75,0.72
36,0,1
32,1,0
15,0.6,0.73
9,0.46,0.35
6,0.830000000000001,0.179999999999999
28,1,0.0999999999999995
1,0.139999999999999,1
15,0.77,0.65
6,0.82,0.279999999999999
29,0.13,0.93
40,0.399999999999999,0.94
19,1,0
23,1,0.0999999999999994
7,1,0.2
4,0.98,0.179999999999999
33,0.83,0.24
13,0.75,0.18
3,0.980000000000001,0.19
13,0.94,0.21
14,0.96,0.249999999999999
11,0.95,0.0899999999999999
11,0.95,0.1
32,0.88,0.2
24,0.61,0.87
10,0.33,0.75
30,0.35,0.73
20,0.76,0.23
36,0,1
13,0,1
39,0.870000000000001,0.299999999999999
12,0.97,0.23
10,0.369999999999999,0.68
26,0.0099999999999998,0.0299999999999997
18,0.09,0.870000000000001
8,1,0
9,0.21,0.8
9,0.129999999999999,0.840000000000001
22,0.06,0.960000000000001
2,0.14,0.91
8,1,0
7,1,0
25,0.18,0.880000000000001
23,0.57,0.78
21,0,1
23,0.87,0.33
8,1,0.0599999999999997
33,0.33,0.52
4,0.97,0.0699999999999999
36,0,1
28,1,0
38,0.199999999999999,0.850000000000001
18,0.16,0.820000000000001
12,0.95,0.14
15,0.830000000000001,0.21
2,0.14,0.930000000000001
16,0,1
26,0.3,0.74
1,0,1
27,1,0.12
38,0.16,0.96
21,0,1
22,0.00999999999999947,1
35,0.13,0.860000000000001
27,0.91,0.23
20,0.980000000000001,0.13
33,0.32,0.690000000000001
40,0.96,0.83
18,0.109999999999999,0.94
35,0.18,0.89
5,0.03,0.99
17,0.13,0.9
29,0.0899999999999995,0.87
5,0.11,0.93
26,0.0799999999999994,0.910000000000001
31,1,0
30,0.32,0.820000000000001
29,0.03,0.940000000000001
3,1,0
24,0.92,0.149999999999999
6,0.91,0.11
1,0.0699999999999997,0.96
7,1,0
4,1,0.0699999999999996
32,1,0
19,0.950000000000001,0.0599999999999996
34,0.0799999999999994,0.910000000000001
31,0.92,0.11
12,0.95,0.0799999999999999
34,0.0999999999999994,0.94
19,0.920000000000001,0.0899999999999999
