targetID,Likeface,Likeobject
39,0,1
10,0,1
23,0.229999999999999,0.73
29,0,1
29,0,1
23,0.13,0.81
15,0,1
35,0.08,0.96
27,0,1
30,0.12,0.93
7,1,0
4,1,0
16,0,1
27,0.03,0.89
5,0.12,1
15,0.02,0.94
3,0.93,0.14
14,0,1
32,0.0199999999999994,1
6,0,0.96
29,0.109999999999999,0.76
6,0.1,0.93
17,0.02,1
31,0.17,0.89
15,0.0799999999999994,0.83
5,0.0999999999999994,0.93
2,0.0799999999999997,0.97
40,0.02,0.99
38,0.129999999999999,0.91
12,0.06,0.9
14,0.119999999999999,0.950000000000001
24,0.0899999999999994,0.920000000000001
7,0.89,0.14
40,0.32,0.96
1,0.13,0.84
38,0.14,1
22,0.15,0.89
33,0.0999999999999999,0.94
1,0.0899999999999997,0.890000000000001
23,0.91,0.0999999999999999
18,0.15,0.92
9,0.11,0.91
20,0.12,0.92
39,0,1
14,0.14,0.86
21,0.109999999999999,0.88
19,1,0
11,1,0
16,0,1
30,0.11,0.89
28,0.0799999999999995,0.86
13,0.14,0.870000000000001
10,0.12,0.87
10,0.08,0.87
7,1,0
36,0,1
28,0.39,0.850000000000001
11,1,0
26,0,1
24,1,0.38
32,0.21,0.9
22,0,1
1,0.34,1
28,0.33,1
21,0.13,0.88
8,1,0
35,0.18,0.860000000000001
2,0.09,0.89
18,0.14,0.910000000000001
21,0.14,0.94
26,0,1
26,0,1
8,1,0
6,0.289999999999999,0.81
39,0.06,0.88
34,0.109999999999999,0.91
40,0.12,0.89
20,0.34,0.83
34,0.08,0.88
31,0.29,1
9,0.34,0.81
4,1,0
25,0,1
27,0.18,0.79
13,0.64,0.369999999999999
2,0,0.890000000000001
37,0.169999999999999,0.84
33,0.0799999999999996,0.9
37,0.109999999999999,0.89
3,1,0
12,1,0
4,1,0
24,1,0
19,1,0
9,0.14,0.87
12,1,0
37,0.0699999999999995,0.87
18,0.0999999999999997,0.91
11,1,0
38,0.0799999999999994,0.87
5,0.36,0.8
35,0.36,0.920000000000001
36,0,1
34,0.0999999999999995,0.9
33,0,1
22,0.22,1
20,1,0
19,1,0
8,1,0
17,0.32,0.88
31,0.63,0.14
16,0,1
13,0.15,0.9
30,0.13,0.88
25,0.149999999999999,0.72
25,0.159999999999999,0.64
3,1,0.11
36,0,1
17,0.22,0.88
32,0.28,0.89
