targetID,Likeface,Likeobject
14,0.81,0.22
37,0.0999999999999995,0.54
32,0.83,0.26
24,0.16,0.159999999999999
25,0.16,0.17
5,0.0199999999999999,0.36
12,0.96,0.38
25,0.2,0.63
38,0.0499999999999999,0.54
30,0.85,0.85
36,0.12,0.87
3,0.61,0.33
10,0.21,0.27
15,0.0899999999999997,0.32
21,0.139999999999999,0.87
32,0.87,0.22
16,0,0.81
7,0.19,0.6
29,0.15,0.15
26,0.0699999999999995,0.0999999999999996
11,0.93,0.13
32,0.77,0.14
22,0.12,0.189999999999999
36,0.08,0.840000000000001
29,0.06,0.71
29,0.0699999999999995,0.7
5,0.09,0.41
40,0.46,0.49
9,0.13,0.34
34,0.0899999999999996,0.11
19,1,0.07
13,0.81,0.16
21,0.25,0.9
25,0.14,0.45
39,0.92,0.2
6,0.57,0.0499999999999999
24,0.78,0.34
33,0.58,0.359999999999999
4,0.91,0.28
19,1,0.0499999999999998
2,0.17,0.51
31,0.83,0.66
8,1,0
20,0.53,0.43
21,0.29,0.9
3,0.89,0.65
7,0.44,0.95
18,0.1,0.14
23,0.76,0.72
11,1,0.0499999999999996
26,0.0999999999999999,0.03
23,0.8,0.81
19,1,0.18
2,0.0699999999999997,0.249999999999999
6,0.44,0.39
17,0.66,0.57
9,0.199999999999999,0.63
3,0.87,0.850000000000001
34,0.29,0.21
31,0.86,0.27
20,0.65,0.17
39,0.94,0.0899999999999997
37,0.0899999999999999,0.2
33,0.0799999999999995,0.0799999999999999
40,0.199999999999999,0.74
12,1,0.0599999999999997
27,0.57,0.92
40,0.27,0.61
14,0.97,0.139999999999999
14,1,0.0799999999999996
27,0.34,0.830000000000001
12,1,0.129999999999999
18,0.0499999999999998,0.24
9,0.0199999999999999,0.28
4,0.88,0.53
20,0.11,0.33
36,0.0499999999999999,0.880000000000001
13,0.800000000000001,0.37
22,0.0799999999999996,0.61
28,0.98,0.0299999999999996
37,0.0899999999999992,0.64
23,0.78,0.950000000000001
28,0.98,0.189999999999999
27,0.57,0.85
30,0.58,0.93
13,0.68,0.25
24,0.840000000000001,0.2
35,0.13,0.82
4,0.92,0.16
8,1,0.26
34,0.1,0.83
22,0.0599999999999998,0.62
1,0.0599999999999998,0.55
17,0.0999999999999995,0.11
38,0.0499999999999995,0.44
17,0.04,0.6
28,0.96,0.0699999999999997
1,0.0799999999999996,0.37
1,0.0199999999999999,0.47
2,0.0699999999999997,0.41
7,0.119999999999999,0.910000000000001
6,0.79,0.31
35,0.129999999999999,0.4
16,0.12,0.950000000000001
11,1,0.0399999999999993
15,0.91,0.229999999999999
10,0.61,0.960000000000001
30,0.66,0.96
8,1,0.03
5,0.0399999999999999,0.4
16,0.0999999999999994,0.83
31,1,0.0899999999999999
38,0.119999999999999,0.52
15,0.96,0.35
39,0.92,0.359999999999999
18,0.0599999999999996,0.52
10,0.79,0.7
35,0.17,0.189999999999999
26,0.249999999999999,0.64
33,0.74,0.37
