targetID,Likeface,Likeobject
39,0.13,1
19,0.79,0.14
32,0.8,0.29
5,0.0999999999999999,0.850000000000001
35,0.0499999999999999,0.860000000000001
8,1,0
19,0.86,0.15
19,0.920000000000001,0.13
32,0.89,0.14
11,0.99,0.13
28,0.95,0.119999999999999
34,0.11,0.95
29,0.149999999999999,1
7,0.99,0.0299999999999999
21,0.85,0.85
36,0.0399999999999995,0.95
23,0.76,0.159999999999999
33,0.0799999999999997,0.7
34,0.850000000000001,0.35
40,0.71,0.17
12,0.830000000000001,0.14
11,0.93,0.0899999999999997
31,0.27,0.85
22,0.15,0.95
18,0.0699999999999993,0.9
3,0.79,0.119999999999999
25,0.2,0.870000000000001
24,0.54,0.13
1,0.3,0.4
22,0.0799999999999995,0.6
26,0.399999999999999,0.29
36,0.22,0.88
31,0.6,0.45
3,0.92,0.22
10,0.65,0.27
10,0.41,0.41
12,0.94,0.0999999999999994
2,0.960000000000001,0.37
36,0.0799999999999993,0.8
23,0.8,0.24
28,0.94,0.15
28,0.950000000000001,0.109999999999999
11,0.76,0.13
24,0.89,0.35
15,0.39,0.47
9,0.47,0.17
37,0.25,0.89
37,0.169999999999999,0.9
16,0.209999999999999,0.85
14,0.9,0.23
8,0.96,0.3
25,0.27,0.29
21,0.920000000000001,0.8
24,0.84,0.36
13,0.86,0.31
18,0.47,0.49
26,0.22,0.41
16,0.47,0.82
32,0.9,0.21
38,0.22,0.32
15,0.27,0.33
20,0.39,0.36
40,0.53,0.33
6,0.00999999999999947,0.11
27,0.94,0.33
34,0.64,0.3
21,0.910000000000001,0.6
27,0.890000000000001,0.18
31,0.8,0.149999999999999
14,0.88,0.49
3,0.79,0.35
2,0.94,0.17
29,0.94,0.39
17,0.4,0.34
5,0.86,0.44
35,0.3,0.17
20,0.83,0.34
4,0.89,0.5
38,0.11,0.34
30,0.93,0.309999999999999
13,0.93,0.139999999999999
17,0.8,0.139999999999999
30,0.84,0.2
1,0.8,0.18
7,0.83,0.18
17,0.3,0.5
33,0.17,0.54
29,0.74,0.54
30,0.65,0.15
4,0.93,0.03
7,0.95,0.23
13,0.299999999999999,0.48
10,0.359999999999999,0.34
37,0.109999999999999,0.68
4,0.98,0.169999999999999
25,0.44,0.5
23,0.98,0.209999999999999
39,0.86,0.39
20,0.429999999999999,0.59
5,0.48,0.339999999999999
14,0.92,0.41
8,0.78,0.149999999999999
1,0.69,0.46
6,0.0399999999999999,0.159999999999999
39,0.56,0.42
16,0.129999999999999,0.84
40,0.8,0.369999999999999
6,0.0599999999999996,0.0899999999999999
2,0.0299999999999999,0.6
9,0.0999999999999997,0.6
12,0.960000000000001,0.35
18,0.4,0.4
38,0.29,0.0899999999999999
35,0.13,0.0799999999999999
22,0.0599999999999999,0.0699999999999998
33,0.12,0.109999999999999
26,0.109999999999999,0.08
27,0.900000000000001,0.129999999999999
15,0.0799999999999993,0.09
9,0.35,0.12
