targetID,Likeface,Likeobject
13,0.71,0.18
27,0.55,0.07
21,0.58,0.86
34,0,0.09
34,0,0.15
4,0,0.29
19,0,0.45
39,0,0.3
8,0.92,0.0899999999999995
35,0,0.08
11,0.92,0.11
39,0,0
11,0.850000000000001,0.06
23,0.58,0.249999999999999
32,0.77,0.159999999999999
6,0.71,0.44
30,0.0999999999999996,0.16
1,0.05,0
9,0,0.239999999999999
22,0,0.56
19,0,0.25
16,0,1
2,0,0.25
31,0.149999999999999,0.45
16,0,1
21,0.6,0.68
4,0,0.69
23,0.57,0.53
2,0,0.3
40,0.62,0.49
33,0,0.55
31,0.0199999999999999,0.53
1,0.0799999999999996,0.72
36,0,1
18,0,0.72
18,0,0.72
17,0,0.72
1,0.52,0.700000000000001
26,0.61,0.0499999999999997
12,0.78,0.0499999999999996
14,0.970000000000001,0
10,0.52,0.169999999999999
40,0.53,0.69
24,0.33,0.62
39,0,0.28
24,0.41,0.57
23,0.209999999999999,0.2
16,0,1
20,0.56,0.7
4,0,0.65
2,0,0.27
37,0.06,0.56
38,0,0.45
40,0.56,0.69
6,1,0.55
13,1,0.169999999999999
20,0.840000000000001,0.21
31,0.54,0.55
28,1,0
33,0.53,0.55
17,0.72,0.54
32,0.86,0.239999999999999
10,0.0699999999999997,0.86
30,0.56,0.11
13,1,0.09
28,1,0.03
9,0.0399999999999996,0.38
36,0,1
3,0.57,0.67
36,0,1
11,1,0
7,1,0.56
12,0.89,0.17
14,1,0.00999999999999986
27,0.28,0.78
5,0.84,0.42
7,0.89,0.36
9,0.27,0.56
25,0.13,0.7
3,0.61,0.64
28,0.87,0.08
30,0.52,0.61
29,0,0.49
15,0,0.57
6,0.82,0.58
7,1,0.58
5,0.84,0.34
37,0,0.39
8,1,0
27,0.69,0.62
8,1,0
3,0.8,0.399999999999999
29,0.05,0.5
29,0.07,0.49
34,0,0.73
25,0,0.56
18,0,0.56
35,0,0.33
26,0.28,0.0999999999999999
12,0.92,0.22
26,0.58,0.159999999999999
20,0.17,0.55
14,1,0
21,0.57,0.87
22,0.24,0.83
15,0.850000000000001,0.18
35,0,0.38
10,0.11,0.42
24,0.17,0.75
25,0.109999999999999,0.69
32,0.85,0.0999999999999997
37,0.14,0.39
38,0,0.81
19,1,0
33,0.0199999999999996,0.51
17,0.65,0.58
22,0.0699999999999995,0.77
5,0.86,0.28
15,0.52,0.56
38,0,0.88
