targetID,Likeface,Likeobject
15,0.54,0.66
16,0.0999999999999996,0.239999999999999
10,0.48,0.35
16,0.19,0.25
15,0.61,0.55
7,0.9,0.85
40,0.84,0.77
13,0.84,0.81
30,0.56,0.49
2,0.169999999999999,0.239999999999999
24,0.36,0.23
40,0.81,0.57
5,0.19,0.11
25,0.13,0.22
35,0.169999999999999,0.37
34,0.05,0.14
29,0.16,0.4
27,0.800000000000001,0.48
24,0.19,0.3
32,0.9,0.69
33,0.14,0.19
21,0.199999999999999,0.34
6,0.2,0.25
26,0.19,0.21
35,0.17,0.06
19,0.850000000000001,0.94
13,0.93,0.82
6,0.19,0.21
37,0.81,0.71
8,0.94,0.79
14,0.86,0.800000000000001
1,0.219999999999999,0.21
26,0.169999999999999,0.23
32,0.83,0.74
24,0.229999999999999,0.24
7,0.94,0.78
36,0.0299999999999997,0.27
4,0.19,0.19
1,0.19,0.31
1,0.169999999999999,0.26
34,0.87,0.7
29,0.18,0.32
35,0.279999999999999,0.42
13,0.78,0.62
25,0.25,0.2
17,0.08,0.26
33,0.24,0.6
11,0.72,0.62
28,0.94,0.85
12,0.890000000000001,0.8
11,0.910000000000001,0.91
27,0.93,0.72
10,0.62,0.419999999999999
39,0.22,0.0599999999999998
38,0.12,0.11
18,0.169999999999999,0.23
33,0.09,0.309999999999999
28,0.940000000000001,0.86
16,0.14,0.39
5,0.0799999999999999,0.19
20,0.159999999999999,0.32
8,0.96,0.88
36,0.109999999999999,0.26
38,0.06,0.07
5,0.06,0.19
31,0.6,0.6
29,0.18,0.39
37,0.179999999999999,0.22
17,0.19,0.21
34,0.15,0.42
37,0.23,0.44
28,0.94,0.9
21,0.2,0.53
36,0.0399999999999997,0.3
19,0.920000000000001,0.940000000000001
18,0.0999999999999999,0.16
3,0.219999999999999,0.209999999999999
14,0.18,0.11
38,0.1,0.309999999999999
30,0.19,0.14
30,0.209999999999999,0.24
2,0.21,0.41
40,0.209999999999999,0.56
39,0.9,0.79
20,0.19,0.54
14,0.19,0.2
8,0.950000000000001,0.87
22,0.16,0.64
39,0.91,0.930000000000001
23,0.05,0.0799999999999997
3,0.109999999999999,0.06
6,0.0999999999999997,0.18
22,0.16,0.65
26,0.02,0.18
10,0.19,0.24
4,0.77,0.75
3,0.11,0.23
15,0.22,0.109999999999999
12,0.71,0.54
20,0.17,0.53
9,0.19,0.259999999999999
31,0.83,0.72
23,0.15,0.27
17,0.23,0.21
21,0.219999999999999,0.75
18,0.219999999999999,0.11
23,0.22,0.16
31,0.79,0.79
32,0.800000000000001,0.76
4,0.89,0.81
27,0.77,0.73
7,0.890000000000001,0.78
19,0.84,0.8
2,0.09,0.189999999999999
22,0.169999999999999,0.66
11,0.76,0.69
25,0.179999999999999,0.19
9,0.22,0.18
12,0.79,0.73
9,0.14,0.21
