targetID,Likeface,Likeobject
3,0.7,0.44
17,0.12,0.86
38,0.16,0.880000000000001
14,0.11,0.84
33,0.0799999999999995,0.92
33,0.14,0.890000000000001
20,0.77,0.37
23,0.57,0.36
32,0.900000000000001,0.08
1,0.14,0.85
22,0.13,0.850000000000001
21,0.14,0.89
28,0.15,0.87
12,0.88,0.0999999999999997
8,0.92,0.16
37,0.0199999999999992,0.97
16,0,0.99
20,0.56,0.44
6,0,1
10,0.0999999999999995,0.9
14,0.89,0.13
37,0.13,0.89
32,0.910000000000001,0.13
21,0.37,0.64
13,0.0699999999999993,0.96
4,0.17,0.92
10,0.109999999999999,0.86
22,0.11,0.92
39,0.12,0.88
17,0.11,0.9
11,0.07,0.92
8,1,0.0399999999999997
34,0.0299999999999997,0.950000000000001
25,0.0399999999999997,0.96
17,0.16,0.8
29,0.72,0.29
16,0,1
27,0.73,0.32
3,0.93,0.0799999999999999
11,0.930000000000001,0.12
36,0.0599999999999998,0.97
18,0.0799999999999997,0.93
7,0.7,0.309999999999999
40,0.65,0.32
24,0.66,0.31
31,0.87,0.0899999999999994
10,0.109999999999999,0.920000000000001
7,0.89,0.0999999999999999
34,0.12,0.910000000000001
2,0.11,0.93
22,0.0799999999999996,0.91
23,0.9,0.0799999999999996
24,0.12,0.900000000000001
13,0.13,0.860000000000001
9,0.09,0.87
33,0.12,0.880000000000001
36,0.08,0.950000000000001
7,0.960000000000001,0.04
1,0.11,0.860000000000001
4,0.86,0.14
15,0.34,0.66
29,0.54,0.46
8,0.950000000000001,0.0199999999999997
9,0.55,0.4
40,0.55,0.46
18,0.0699999999999996,0.960000000000001
23,0.14,0.86
1,0.139999999999999,0.89
30,0.11,0.900000000000001
13,0.29,0.69
26,0.0399999999999996,0.940000000000001
12,0.960000000000001,0.0299999999999999
6,0.0599999999999997,0.960000000000001
30,0.0699999999999999,0.95
29,0.59,0.41
26,0.0899999999999995,0.94
24,0.06,0.94
12,0.81,0.2
32,0.66,0.38
26,0.0299999999999999,0.96
5,0.13,0.91
5,0.0999999999999997,0.9
16,0.0999999999999999,0.91
31,0.12,0.890000000000001
19,0.87,0.0799999999999999
11,0.96,0.0399999999999994
27,0.93,0.0499999999999995
6,0.0799999999999998,0.910000000000001
40,0.289999999999999,0.67
36,0.0299999999999997,0.96
38,0.0499999999999997,0.920000000000001
38,0.0999999999999999,0.9
39,0.109999999999999,0.94
5,0.0899999999999994,0.93
18,0.1,0.92
25,0.67,0.379999999999999
20,0.58,0.38
31,0.65,0.36
28,0.65,0.35
27,0.67,0.35
35,0.64,0.33
9,0.09,0.91
39,0.07,0.950000000000001
30,0.59,0.41
2,0.0799999999999998,0.93
19,1,0.00999999999999991
34,0.0899999999999997,0.940000000000001
4,0.890000000000001,0.0999999999999992
3,0.93,0.0699999999999998
28,0.93,0.0899999999999999
35,0.09,0.93
2,0.0799999999999998,0.940000000000001
15,0.0799999999999999,0.920000000000001
35,0.0999999999999999,0.93
21,0.12,0.88
37,0.14,0.89
15,0.61,0.38
25,0.33,0.65
14,0.890000000000001,0.11
19,0.89,0.15
