targetID,Likeface,Likeobject
14,0.51,0.25
20,0.05,0.21
37,0,0.07
24,0.0999999999999996,0.11
39,0.01,0.13
39,0.01,0.0699999999999994
40,0.35,0.36
24,0.02,0.08
29,0,0.0599999999999999
18,0,0.06
28,0.38,0.119999999999999
17,0.00999999999999925,0.07
5,0.03,0.0899999999999999
4,0.4,0.25
26,0,0.0599999999999993
2,0.00999999999999969,0.05
38,0.0199999999999998,0.0999999999999999
37,0.00999999999999986,0.11
3,0.00999999999999958,0.0699999999999997
38,0.02,0.109999999999999
27,0.0799999999999995,0.149999999999999
31,0.26,0.26
29,0.0299999999999999,0.12
15,0.0199999999999999,0.109999999999999
10,0,0.0499999999999995
8,0.6,0.38
13,0.0199999999999998,0.0499999999999999
6,0.11,0.29
33,0.0199999999999994,0.0799999999999999
20,0.12,0.13
9,0.00999999999999925,0.1
23,0.17,0.14
2,0,0.05
34,0.00999999999999958,0.22
27,0.26,0.36
3,0.129999999999999,0.22
10,0.0199999999999998,0.12
32,0.04,0.13
39,0.0699999999999994,0.149999999999999
28,0.54,0.61
1,0.159999999999999,0.17
22,0.0299999999999997,0.199999999999999
25,0.05,0.09
12,0.0899999999999997,0.139999999999999
33,0.119999999999999,0.24
7,0.49,0.49
28,0.52,0.52
30,0.0399999999999999,0.22
23,0.0799999999999998,0.199999999999999
4,0.38,0.48
14,0.52,0.52
5,0.15,0.24
1,0.13,0.51
14,0.62,0.5
13,0.0499999999999993,0.14
6,0.219999999999999,0.48
22,0.03,0.15
31,0.36,0.49
20,0.0899999999999997,0.16
23,0.169999999999999,0.21
13,0.0299999999999996,0.19
34,0,0.179999999999999
10,0,0.0799999999999995
6,0.36,0.5
12,0.13,0.22
17,0.0499999999999994,0.129999999999999
21,0.2,0.52
30,0.0699999999999995,0.149999999999999
36,0,0.38
33,0.0499999999999994,0.13
35,0.00999999999999969,0.0899999999999997
40,0.15,0.38
3,0.109999999999999,0.06
2,0,0.0899999999999997
26,0.14,0.4
15,0,0.09
8,0.61,0.44
32,0.0299999999999995,0.14
19,0.42,0.37
21,0.209999999999999,0.33
9,0.0099999999999998,0.139999999999999
27,0.0899999999999999,0.28
22,0.00999999999999994,0.0799999999999997
25,0.0199999999999996,0.17
18,0.0299999999999999,0.15
16,0.0499999999999995,0.36
29,0,0.19
16,0.01,0.48
4,0.42,0.35
40,0.37,0.38
11,0.45,0.57
31,0.31,0.6
7,0.730000000000001,0.49
12,0.25,0.21
36,0.0299999999999998,0.35
15,0.0099999999999998,0.0499999999999998
7,0.55,0.37
11,0.42,0.5
35,0.0499999999999993,0.13
36,0.0499999999999998,0.46
18,0.0199999999999994,0.13
35,0,0.12
32,0.34,0.38
21,0.26,0.5
16,0,0.45
11,0.46,0.39
38,0,0.04
19,0.59,0.49
19,0.62,0.48
17,0.21,0.26
9,0.0399999999999993,0.17
26,0.1,0.35
5,0.21,0.36
30,0.0399999999999997,0.0899999999999996
34,0.0299999999999996,0.22
1,0.16,0.38
8,0.58,0.5
25,0.0299999999999995,0.37
24,0.26,0.41
37,0,0.169999999999999
