targetID,Likeface,Likeobject
21,0.23,0.71
34,0.57,0.62
27,0.65,0.28
38,0.269999999999999,0.0999999999999994
18,0.2,0.0599999999999993
16,0,0.0799999999999997
8,1,1
5,0.93,0.94
40,0.61,0.37
12,0.830000000000001,0.69
2,0.8,0.87
20,0.73,0.91
30,0.129999999999999,0.18
34,0.61,0.910000000000001
15,0.52,0.64
35,0.58,0.59
15,0.69,0.71
37,0.45,0.18
10,0.0699999999999999,0.82
30,0.16,0.07
1,0.54,0.93
36,0.0499999999999998,0.56
7,1,1
28,1,1
14,0.930000000000001,1
17,0.79,1
23,0.61,0.68
23,0.6,0.68
21,0.43,0.7
20,0.93,0.93
6,0.79,0.88
1,0.82,0.9
3,0.91,0.93
36,0,0.119999999999999
4,0.77,0.92
22,0.0999999999999997,0.149999999999999
23,0.61,0.63
12,0.94,1
31,0.92,1
38,0.51,0.37
10,0,1
26,0,0.0999999999999997
27,0.63,0.68
4,0.78,0.89
33,0.69,0.88
2,0.86,0.93
39,0.74,0.920000000000001
39,0.77,0.880000000000001
16,0,0.23
19,0.96,1
6,0.860000000000001,0.93
28,0.88,0.96
18,0.0599999999999995,0.0899999999999992
14,0.86,0.93
8,0.930000000000001,1
2,0.87,0.96
31,0.81,0.9
7,0.82,0.77
40,0.7,0.71
17,0.62,0.57
12,0.88,0.96
28,0.87,0.910000000000001
17,0.63,0.63
29,2.42861286636753e-17,0.219999999999999
3,0.85,0.95
31,0.82,0.840000000000001
21,0.26,0.42
13,0.77,0.97
20,0.88,1
32,0.84,0.980000000000001
26,0.6,0.73
11,0.79,0.97
13,0.78,0.89
24,0.68,0.8
4,0.83,0.91
38,0.44,0.17
40,0.54,0.62
29,0.0899999999999998,0.179999999999999
11,0.87,0.9
33,0.79,0.89
8,1,1
27,0.71,0.81
29,0.0499999999999994,0.199999999999999
13,0.78,0.76
26,0.4,0.19
32,0.78,0.83
36,0,0.08
24,0.58,0.73
6,0.63,0.72
1,0.6,0.67
35,0.64,0.69
5,0.74,0.83
25,0.44,0.55
25,0.45,0.58
9,0.02,0.1
3,1,1
7,0.940000000000001,1
18,0.4,0.84
34,0.58,0.920000000000001
19,0.79,1
32,0.69,0.94
11,0.81,0.97
24,0.73,0.8
22,0.0699999999999999,0.14
14,0.86,0.96
19,0.8,0.94
15,0.73,0.900000000000001
25,0.66,0.73
37,0.0299999999999997,0.13
5,0.65,0.36
9,0.4,0.31
22,0.03,0.08
33,0.57,0.66
37,0.55,0.58
30,0.55,0.67
39,0.8,0.86
35,0.76,0.84
10,0,1
16,0.0599999999999994,0.109999999999999
9,0.02,0.0699999999999995
