targetID,Likeface,Likeobject
37,0.47,0.74
12,0.94,0.12
30,0.61,0.57
32,0.94,0.0799999999999999
13,0.65,0.55
31,0.74,0.81
25,0.54,0.77
21,0.55,0.67
23,0.8,0.34
23,0.77,0.45
35,0.17,0.68
1,0.4,0.71
39,0.97,0.59
26,0.139999999999999,0.249999999999999
5,0.7,0.59
6,0.14,0.119999999999999
20,0.04,0.62
1,0.49,0.64
15,0.65,0.56
36,0.43,0.12
13,0.55,0.23
28,0.950000000000001,0.0699999999999996
17,0.48,0.64
27,0.67,0.54
23,0.69,0.59
40,0.5,0.67
37,0.54,0.55
22,0.39,0.72
36,0.379999999999999,0.49
3,0.97,0.0799999999999999
22,0.33,0.34
13,0.78,0.179999999999999
14,0.88,0.11
38,0.3,0.35
35,0.68,0.39
7,0.75,0.52
9,0.46,0.46
18,0.47,0.55
2,0.37,0.79
40,0.52,0.52
8,1,0
22,0.29,0.54
10,0.2,0.71
35,0.52,0.53
4,0.88,0.5
34,0.78,0.34
17,0.53,0.55
4,0.89,0.39
11,0.86,0.42
5,0.52,0.59
15,0.76,0.58
39,0.56,0.57
19,0.68,0.53
7,0.81,0.58
33,0.56,0.299999999999999
33,0.59,0.31
29,0.56,0.54
19,0.89,0.0999999999999994
25,0.39,0.33
18,0.14,0.409999999999999
8,0.96,0.0199999999999995
9,0.44,0.6
33,0.72,0.3
11,0.95,0.0799999999999995
12,0.890000000000001,0.0799999999999998
16,0.52,0.55
14,0.98,0.0599999999999993
14,0.94,0.0899999999999994
6,0.33,0.52
8,0.97,0.0199999999999994
18,0.279999999999999,0.59
31,0.97,0.0699999999999996
2,0.27,0.68
40,0.59,0.59
17,0.33,0.61
11,0.91,0.0799999999999999
16,0.33,0.53
27,0.85,0.109999999999999
39,0.78,0.23
27,0.73,0.13
6,0.0899999999999997,0.0799999999999995
16,0.0799999999999996,0.06
12,0.97,0.0899999999999997
3,0.900000000000001,0.0399999999999994
7,0.900000000000001,0.0599999999999993
34,0.920000000000001,0.0499999999999999
9,0.55,0.48
19,0.79,0.0999999999999995
29,0.52,0.61
36,0.19,0.49
30,0.52,0.65
5,0.51,0.5
2,0.73,0.49
10,0.54,0.55
10,0.57,0.56
15,0.23,0.57
3,0.97,0.0699999999999993
28,0.97,0.00999999999999947
29,0.51,0.51
20,0.309999999999999,0.56
37,0.54,0.55
4,0.78,0.24
24,0.78,0.22
26,0.12,0.28
38,0.279999999999999,0.33
32,0.97,0.0499999999999998
24,0.79,0.259999999999999
20,0.35,0.57
21,0.56,0.56
32,0.96,0.0699999999999998
1,0.279999999999999,0.54
34,0.920000000000001,0.06
25,0.49,0.52
26,0.31,0.35
24,0.8,0.13
30,0.53,0.55
31,0.91,0.21
21,0.51,0.47
28,0.900000000000001,0.0599999999999994
38,0.53,0.43
